element,fixture,round,was_home,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,total_points,expected_goals,expected_assists,expected_goals_conceded,defensive_contribution,clearances_blocks_interceptions,recoveries,tackles,team,opponent,gw
426,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
427,4,1,False,90,1,0,0,0,2,0,0,0,0,0,0,0,12,2,0.5,0.23,1.01,4,0,4,0,16,11,1
427,18,2,True,90,1,1,1,0,2,0,0,0,1,0,0,2,37,11,1.76,0.21,2.06,5,0,2,3,16,12,2
427,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
428,4,1,False,79,1,0,0,0,2,0,0,0,0,0,0,0,14,2,0.24,0.21,1.01,3,0,3,0,16,11,1
428,18,2,True,79,1,0,2,0,1,0,0,0,0,0,0,1,31,9,0.11,0.15,1.06,2,0,2,0,16,12,2
428,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
429,4,1,False,45,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0.0,0.1,0.09,1,0,1,0,16,11,1
429,18,2,True,79,1,0,0,0,1,0,0,0,0,0,0,0,17,2,0.26,0.05,1.06,6,0,3,3,16,12,2
429,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
43,4,1,False,66,1,0,0,0,2,0,0,0,0,0,0,0,13,2,0.04,0.11,0.94,5,0,5,0,16,11,1
43,18,2,True,90,1,0,0,0,2,0,0,0,0,0,0,0,26,4,0.47,0.11,2.06,13,4,7,2,16,12,2
43,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
430,4,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,11,1
430,18,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,12,2
430,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
431,4,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,11,1
431,18,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,12,2
431,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
432,4,1,False,23,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.07,0.01,0.07,1,0,1,0,16,11,1
432,18,2,True,79,1,0,0,0,1,0,0,0,0,0,0,0,25,4,0.14,0.27,1.06,15,2,10,3,16,12,2
432,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
433,4,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,11,1
433,18,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,12,2
433,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
434,4,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,11,1
434,18,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,12,2
434,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
435,4,1,False,10,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.0,1,0,1,0,16,11,1
435,18,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,12,2
435,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
436,4,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,11,1
436,18,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,12,2
436,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
437,4,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,11,1
437,18,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,12,2
437,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
438,4,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,11,1
438,18,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,12,2
438,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
439,4,1,False,23,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.04,0.0,0.07,0,0,0,0,16,11,1
439,18,2,True,10,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0.0,0.01,1.0,3,0,3,0,16,12,2
439,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
44,7,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,5,1
44,20,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,1,2
44,25,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,11,3
440,4,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,11,1
440,18,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,12,2
440,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
441,4,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,11,1
441,18,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,12,2
441,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
442,9,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,14,1
442,15,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,19,2
442,27,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,3,3
443,9,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,14,1
443,15,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,19,2
443,27,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,3,3
444,9,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,14,1
444,15,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,19,2
444,27,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,3,3
445,9,1,True,90,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0.0,0.0,2.98,15,15,2,0,17,14,1
445,15,2,False,90,1,0,0,1,0,0,0,0,0,0,0,0,25,6,0.0,0.02,1.12,3,3,1,0,17,19,2
445,27,3,True,45,1,0,0,0,2,1,0,0,0,0,0,0,-10,-2,0.0,0.0,1.42,2,2,1,0,17,3,3
446,9,1,True,1,0,0,0,0,1,0,0,0,0,0,0,0,-1,1,0.0,0.0,0.79,0,0,0,0,17,14,1
446,15,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,19,2
446,27,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,3,3
447,9,1,True,90,1,0,0,0,2,0,0,0,0,0,0,0,4,3,0.0,0.01,2.98,10,10,2,0,17,14,1
447,15,2,False,90,1,0,0,1,0,0,0,0,1,0,0,0,22,5,0.01,0.0,1.12,5,4,4,1,17,19,2
447,27,3,True,45,1,0,0,0,2,0,0,0,0,0,0,0,-1,0,0.0,0.0,1.38,5,5,1,0,17,3,3
448,9,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,14,1
448,15,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,19,2
448,27,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,3,3
449,9,1,True,90,1,0,0,0,2,0,0,0,0,0,0,0,8,3,0.0,0.35,2.98,11,6,8,5,17,14,1
449,15,2,False,90,1,0,0,1,0,0,0,0,0,0,0,3,52,11,0.03,0.31,1.12,13,11,6,2,17,19,2
449,27,3,True,45,1,0,1,0,2,0,0,0,0,0,0,0,10,3,0.0,0.01,1.42,4,3,8,1,17,3,3
45,7,1,False,81,1,0,0,0,4,0,0,0,1,0,0,0,8,1,0.04,0.01,3.62,6,2,3,1,2,5,1
45,20,2,True,90,1,0,0,0,1,0,0,0,1,0,0,0,2,1,0.05,0.05,1.04,4,1,2,1,2,1,2
45,25,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,11,3
450,9,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,14,1
450,15,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,19,2
450,27,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,3,3
451,9,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,14,1
451,15,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,19,2
451,27,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,3,3
452,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,7,1
452,20,2,False,19,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.0,0.01,0.0,3,0,3,0,1,2,2
452,29,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,6,3
453,9,1,True,90,1,0,0,0,2,0,0,0,0,0,0,0,12,2,0.07,0.02,2.98,8,3,4,1,17,14,1
453,15,2,False,90,1,0,0,1,0,0,0,0,0,0,0,0,9,3,0.04,0.01,1.12,4,2,0,2,17,19,2
453,27,3,True,45,1,1,0,0,2,0,0,0,0,0,0,1,23,7,0.05,0.0,1.38,2,1,1,0,17,3,3
454,9,1,True,75,1,1,0,0,1,0,0,0,0,0,0,2,31,9,0.22,0.01,1.94,2,1,1,0,17,14,1
454,15,2,False,81,1,1,0,1,0,0,0,0,0,0,0,0,32,8,0.2,0.1,0.74,3,0,1,2,17,19,2
454,27,3,True,45,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0.0,0.04,1.42,4,1,1,2,17,3,3
455,2,1,False,90,1,0,0,0,3,0,0,0,0,0,0,0,14,2,0.04,0.06,3.87,4,0,3,1,19,4,1
455,15,2,True,74,1,0,0,0,2,0,0,0,0,0,0,0,16,2,0.05,0.02,0.72,4,1,3,0,19,17,2
455,28,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,19,18,3
456,9,1,True,34,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.06,0.01,1.5,6,3,1,2,17,14,1
456,15,2,False,8,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.13,0.38,1,0,1,0,17,19,2
456,27,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,3,3
457,9,1,True,14,0,0,0,0,1,0,0,0,1,0,0,0,-1,0,0.0,0.0,1.04,2,1,1,0,17,14,1
457,15,2,False,8,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.2,0.38,3,0,2,1,17,19,2
457,27,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,3,3
458,9,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,14,1
458,15,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,19,2
458,27,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,3,3
459,9,1,True,75,1,0,0,0,1,0,0,0,1,0,0,0,13,3,0.05,0.01,1.94,13,6,6,1,17,14,1
459,15,2,False,90,1,0,0,1,0,0,0,0,0,0,0,0,16,3,0.0,0.04,1.12,9,3,6,0,17,19,2
459,27,3,True,45,1,0,0,0,2,0,0,0,0,0,0,0,3,1,0.0,0.01,1.42,3,1,2,0,17,3,3
46,7,1,False,73,1,0,0,0,4,0,0,0,0,0,0,0,11,2,0.1,0.02,3.55,1,1,0,0,2,5,1
46,20,2,True,77,1,0,0,0,1,0,0,0,0,0,0,0,23,2,0.03,0.02,1.04,10,1,6,3,2,1,2
46,25,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,11,3
460,9,1,True,34,0,1,0,0,1,0,0,0,0,0,0,0,28,6,0.09,0.17,1.5,3,0,1,2,17,14,1
460,15,2,False,70,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0.07,0.02,0.74,2,1,1,0,17,19,2
460,27,3,True,44,1,0,0,0,2,0,0,0,0,0,0,0,7,1,0.02,0.0,1.38,3,1,1,1,17,3,3
461,9,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,14,1
461,15,2,False,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0,0,0,0,17,19,2
461,27,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,3,3
462,9,1,True,55,1,0,0,0,1,0,0,0,0,0,0,0,3,1,0.0,0.0,1.48,2,0,2,0,17,14,1
462,15,2,False,19,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.0,0.0,0.38,3,3,0,0,17,19,2
462,27,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,3,3
463,9,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,14,1
463,15,2,False,19,0,0,1,0,0,0,0,0,0,0,0,0,18,4,0.02,0.01,0.38,0,0,0,0,17,19,2
463,27,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,3,3
464,9,1,True,90,1,0,1,0,1,0,0,0,1,0,0,0,7,4,1.0,0.02,2.19,8,1,3,4,17,14,1
464,15,2,False,81,1,1,0,1,0,0,0,0,0,0,0,2,37,8,0.35,0.0,0.74,6,1,4,1,17,19,2
464,27,3,True,45,1,0,0,0,2,0,0,0,0,0,0,0,2,1,0.0,0.0,1.42,2,0,2,0,17,3,3
465,9,1,True,55,1,0,1,0,1,0,0,0,0,0,0,0,18,4,0.06,0.14,1.48,5,2,2,1,17,14,1
465,15,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,19,2
465,27,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,3,3
466,9,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,14,1
466,15,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,19,2
466,27,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,17,3,3
467,6,1,True,90,1,0,0,0,1,0,0,0,0,0,2,0,11,2,0.0,0.0,0.47,0,0,9,0,18,13,1
467,14,2,False,90,1,0,0,0,2,0,0,0,0,0,2,0,6,1,0.0,0.01,1.75,0,3,6,0,18,14,2
467,28,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,19,3
468,6,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,13,1
468,14,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,14,2
468,28,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,19,3
469,6,1,True,90,1,0,0,0,1,0,0,0,0,0,0,0,13,2,0.0,0.02,0.47,6,3,10,3,18,13,1
469,14,2,False,90,1,0,1,0,2,0,0,0,0,0,0,0,16,6,0.12,0.15,1.75,12,6,1,6,18,14,2
469,28,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,19,3
47,7,1,False,90,1,0,0,0,4,0,0,0,0,0,0,0,9,2,0.0,0.0,3.77,7,3,2,2,2,5,1
47,20,2,True,90,1,0,0,0,1,0,0,0,0,0,0,0,13,2,0.0,0.03,1.04,8,3,4,1,2,1,2
47,25,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,11,3
470,6,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,13,1
470,14,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,14,2
470,28,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,19,3
471,6,1,True,90,1,0,0,0,1,0,0,0,0,0,0,0,4,2,0.11,0.02,0.47,7,7,6,0,18,13,1
471,14,2,False,90,1,0,0,0,2,0,0,0,0,0,0,0,3,3,0.0,0.0,1.75,13,10,3,3,18,14,2
471,28,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,19,3
472,6,1,True,90,1,0,0,0,1,0,0,0,0,0,0,0,15,4,0.0,0.28,0.47,14,12,3,2,18,13,1
472,14,2,False,90,1,0,0,0,2,0,0,0,0,0,0,0,2,1,0.18,0.0,1.75,6,6,3,0,18,14,2
472,28,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,19,3
473,6,1,True,73,1,0,0,1,0,0,0,0,1,0,0,0,24,5,0.04,0.17,0.34,2,2,4,0,18,13,1
473,14,2,False,85,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0.0,0.35,1.75,5,3,4,2,18,14,2
473,28,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,19,3
474,6,1,True,90,1,0,0,0,1,0,0,0,1,0,0,0,5,1,0.0,0.0,0.47,8,7,0,1,18,13,1
474,14,2,False,90,1,0,0,0,2,0,0,0,0,0,0,0,6,1,0.0,0.0,1.75,8,6,3,2,18,14,2
474,28,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,19,3
475,6,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,13,1
475,14,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,14,2
475,28,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,19,3
476,6,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,13,1
476,14,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,14,2
476,28,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,19,3
477,6,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,13,1
477,14,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,14,2
477,28,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,19,3
478,6,1,True,16,0,0,0,0,1,0,0,0,0,0,0,0,-2,1,0.0,0.0,0.13,0,0,1,0,18,13,1
478,14,2,False,4,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.0,0.0,0.0,1,0,0,1,18,14,2
478,28,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,19,3
479,6,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,13,1
479,14,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,14,2
479,28,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,19,3
48,7,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,5,1
48,20,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,1,2
48,25,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,11,3
480,6,1,True,90,1,0,0,0,1,0,0,0,0,0,0,0,10,2,0.13,0.06,0.47,3,1,2,0,18,13,1
480,14,2,False,90,1,1,1,0,2,0,0,0,0,0,0,3,36,13,0.79,0.04,1.75,5,1,2,2,18,14,2
480,28,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,19,3
481,8,1,True,62,1,0,0,0,1,0,0,0,0,0,0,0,14,2,0.0,0.25,0.55,6,1,3,2,15,3,1
481,11,2,False,81,1,0,0,0,1,0,0,0,1,0,0,0,25,3,0.07,0.22,0.66,14,4,5,5,15,8,2
481,26,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,7,3
482,6,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,13,1
482,14,2,False,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0,0,0,0,18,14,2
482,28,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,19,3
483,6,1,True,61,1,0,0,1,0,0,0,0,0,0,0,0,5,3,0.0,0.0,0.25,3,1,1,1,18,13,1
483,14,2,False,65,1,1,0,0,1,0,0,0,0,0,0,2,30,9,0.35,0.63,1.42,9,1,8,0,18,14,2
483,28,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,19,3
484,6,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,13,1
484,14,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,14,2
484,28,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,19,3
485,6,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,13,1
485,14,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,14,2
485,28,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,19,3
486,6,1,True,73,1,0,0,1,0,0,0,0,0,0,0,0,18,3,0.0,0.16,0.34,8,2,5,1,18,13,1
486,14,2,False,90,1,0,0,0,2,0,0,0,0,0,0,0,16,2,0.0,0.16,1.75,8,2,5,1,18,14,2
486,28,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,19,3
487,6,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,13,1
487,14,2,False,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0,0,0,0,18,14,2
487,28,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,19,3
488,6,1,True,90,1,0,0,0,1,0,0,0,0,0,0,0,10,2,0.03,0.01,0.47,6,3,3,0,18,13,1
488,14,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,14,2
488,28,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,19,3
489,6,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,13,1
489,14,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,14,2
489,28,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,19,3
49,7,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,5,1
49,20,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,1,2
49,25,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,11,3
490,6,1,True,28,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0.12,0.01,0.22,1,0,1,0,18,13,1
490,14,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,14,2
490,28,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,18,19,3
491,6,1,True,90,1,0,0,0,1,0,0,0,0,0,0,0,8,2,0.22,0.02,0.47,3,2,1,0,18,13,1
491,14,2,False,90,1,0,0,0,2,0,0,0,1,0,0,0,4,1,0.74,0.04,1.75,5,3,1,1,18,14,2
