element,web_name,team,pos,price,xp_total,gws,xp_per_gw,value
284,McCarthy,HUL,DEF,4.0,2.2220243734447584,6,0.3703373955741264,0.5555060933611896
625,Cairns,LEE,GK,4.0,2.1987997446127374,6,0.3664666241021229,0.5496999361531844
100,Carvalho,BRE,MID,5.0,2.1945413668293736,6,0.3657568944715623,0.43890827336587473
270,Reed,FUL,MID,4.5,2.1746038109539003,6,0.36243396849231674,0.48324529132308897
578,Mudryk,TOT,MID,5.4,2.170571394027637,6,0.36176189900460615,0.40195766556067347
601,Williams-Barnett,TOT,MID,4.5,2.170571394027637,6,0.36176189900460615,0.48234919867280823
524,Olusesi,TOT,MID,4.5,2.170571394027637,6,0.36176189900460615,0.48234919867280823
117,Coppola,BHA,DEF,4.5,2.16099009222842,6,0.36016501537140333,0.48022002049520446
120,Svoboda,BHA,DEF,5.0,2.16099009222842,6,0.36016501537140333,0.432198018445684
50,Burrowes,AVL,MID,4.5,2.154125220992993,6,0.35902087016549883,0.4786944935539984
438,Fletcher,MUN,MID,4.5,2.153180837962625,6,0.3588634729937708,0.4784846306583611
437,Bendito Mantato,MUN,MID,4.5,2.153180837962625,6,0.3588634729937708,0.4784846306583611
434,J.Fletcher,MUN,MID,5.0,2.153180837962625,6,0.3588634729937708,0.430636167592525
324,Mehmeti,IPS,MID,4.9,2.1494765916752723,6,0.35824609861254536,0.438668692178627
158,Gittens,CHE,MID,5.9,2.1435993473036423,6,0.3572665578839404,0.36332192327180374
126,O'Riley,BHA,MID,5.5,2.135156288680153,6,0.35585938144669216,0.38821023430548235
134,Oriola,BHA,MID,4.5,2.135156288680153,6,0.35585938144669216,0.4744791752622562
604,Cresswell,LEE,MID,4.5,2.1311942249071283,6,0.35519903748452136,0.4735987166460285
403,Sávio,TOT,MID,6.5,2.1255282600748675,6,0.35425471001247794,0.32700434770382575
245,Dibling,EVE,MID,5.4,2.103058298790927,6,0.3505097164651545,0.38945524051683833
378,McConnell,LIV,MID,4.5,2.100658028428569,6,0.3501096714047615,0.46681289520634867
374,Endo,LIV,MID,5.0,2.100658028428569,6,0.3501096714047615,0.4201316056857138
93,Schuster,BRE,DEF,4.5,2.073136610621917,6,0.34552276843698615,0.4606970245826482
92,Ji-soo,BRE,DEF,4.5,2.073136610621917,6,0.34552276843698615,0.4606970245826482
609,Shahar,NEW,DEF,4.0,2.055695075040271,6,0.3426158458400452,0.5139237687600677
550,Jocelin.T,SUN,MID,5.0,2.043052036738041,6,0.3405086727896735,0.4086104073476082
561,Anselmino,CHE,DEF,4.5,2.0101909093195234,6,0.33503181821992056,0.4467090909598941
231,Keane,EVE,DEF,4.9,1.9964817982390082,6,0.33274696637316803,0.40744526494673633
606,Rowe,AVL,DEF,4.0,1.9818802747006696,6,0.33031337911677827,0.4954700686751674
38,A.García,AVL,DEF,4.0,1.9818802747006696,6,0.33031337911677827,0.4954700686751674
424,Amass,MUN,DEF,4.0,1.9815059254105187,6,0.3302509875684198,0.4953764813526297
440,Zirkzee,MUN,FWD,5.4,1.9784191167151,6,0.32973651945251664,0.3663739105027963
603,Lienou,LEE,DEF,4.0,1.9631581964722502,6,0.32719303274537503,0.49078954911806255
587,Rulli,MCI,GK,5.0,1.9346505552133382,6,0.322441759202223,0.3869301110426676
386,Bettinelli,MCI,GK,4.5,1.9346505552133382,6,0.322441759202223,0.42992234560296405
303,Kipré,IPS,DEF,4.0,1.9258402322892767,6,0.3209733720482128,0.4814600580723192
328,Struijk,BHA,DEF,5.0,1.911591341863847,6,0.3185985569773078,0.3823182683727694
450,Livramento,NEW,DEF,4.9,1.905400751553091,6,0.3175667919255152,0.38885729623532467
489,Yates,NFO,MID,4.5,1.8618694127007474,6,0.3103115687834579,0.41374875837794384
213,Lerma,CRY,MID,4.9,1.8567600838543141,6,0.30946001397571904,0.37893062935802324
615,Di Gregorio,BOU,GK,4.5,1.8468800383316122,6,0.30781333972193536,0.4104177862959138
256,Tete,FUL,DEF,4.5,1.8080257013151189,6,0.30133761688585314,0.40178348918113754
590,Benda,NFO,GK,4.5,1.7983847120134735,6,0.2997307853355789,0.3996410471141052
468,John,NFO,GK,4.5,1.7983847120134735,6,0.2997307853355789,0.3996410471141052
508,Davies,TOT,DEF,4.0,1.7858600261380744,6,0.29764333768967904,0.4464650065345186
510,Rowswell,TOT,DEF,4.0,1.7858600261380744,6,0.29764333768967904,0.4464650065345186
509,Byfield,TOT,DEF,4.0,1.7858600261380744,6,0.29764333768967904,0.4464650065345186
66,Soler,BOU,DEF,4.0,1.7619626852072865,6,0.29366044753454773,0.4404906713018216
573,Sanchez,BOU,DEF,4.5,1.7619626852072865,6,0.29366044753454773,0.391547263379397
232,O'Brien,EVE,DEF,4.9,1.7409626931824214,6,0.2901604488637369,0.355298508812739
172,Wilson,COV,GK,4.5,1.7377800852597183,6,0.28963001420995305,0.3861733522799374
361,Lucky,LIV,DEF,4.0,1.7296842813926658,6,0.2882807135654443,0.43242107034816646
273,Phillips,HUL,GK,4.0,1.690443665595776,6,0.2817406109326293,0.422610916398944
111,Steele,BHA,GK,4.0,1.6851393149382876,6,0.2808565524897146,0.4212848287345719
430,Mount,MUN,MID,5.4,1.6735816552603637,6,0.2789302758767273,0.30992252875191917
199,Benitez,CRY,GK,4.5,1.6621823101798108,6,0.27703038502996846,0.3693738467066246
555,Matthews,CRY,GK,4.0,1.6621823101798108,6,0.27703038502996846,0.4155455775449527
331,Gudmundsson,LEE,DEF,4.5,1.6516473488459076,6,0.2752745581409846,0.3670327441879795
442,Pope,NEW,GK,5.0,1.604117746010945,6,0.2673529576684908,0.32082354920218903
83,Valdimarsson,BRE,GK,4.5,1.5546294002438097,6,0.25910490004063497,0.3454732000541799
444,Jaouen,NEW,GK,4.5,1.552046071591719,6,0.2586743452652865,0.344899127020382
443,Gillespie,NEW,GK,4.5,1.552046071591719,6,0.2586743452652865,0.344899127020382
152,Palestra,CHE,DEF,5.4,1.5161192878069039,6,0.2526865479678173,0.28076283107535255
560,Penders,CHE,GK,4.5,1.5110613109166364,6,0.2518435518194394,0.3357914024259192
571,Florentino,IPS,MID,4.9,1.5015266629196247,6,0.25025444381993744,0.3064340128407397
325,Darlow,MUN,GK,4.5,1.4612982888706274,6,0.24354971481177123,0.32473295308236166
610,De Fougerolles,FUL,DEF,4.0,1.4573759592777926,6,0.24289599321296543,0.36434398981944816
62,Diakité,BOU,DEF,5.0,1.4537221342453015,6,0.24228702237421693,0.2907444268490603
212,Hughes,CRY,MID,4.5,1.4404861760953385,6,0.24008102934922307,0.32010803913229746
301,Palmer,IPS,GK,4.0,1.4183819497741594,6,0.23639699162902658,0.35459548744353986
300,Walton,IPS,GK,4.5,1.4183819497741594,6,0.23639699162902658,0.3151959888387021
302,Button,IPS,GK,4.0,1.4183819497741594,6,0.23639699162902658,0.35459548744353986
147,Tosin,TOT,DEF,4.5,1.4148998224700056,6,0.23581663707833425,0.31442218277111234
251,Lecomte,FUL,GK,4.0,1.412326011674995,6,0.23538766861249916,0.35308150291874874
501,Danso,SUN,DEF,5.0,1.411486276411527,6,0.2352477127352545,0.2822972552823054
531,Ellborg,SUN,GK,4.5,1.4112983427990882,6,0.23521639046651469,0.3136218539553529
228,King,EVE,GK,4.5,1.3201293895984427,6,0.2200215649330738,0.29336208657743174
227,Travers,EVE,GK,5.0,1.3201293895984427,6,0.2200215649330738,0.26402587791968857
101,Henderson,CHE,MID,5.0,1.2983191723612535,6,0.21638652872687558,0.2596638344722507
497,Dubravka,TOT,GK,4.0,1.2783986772786993,6,0.21306644621311654,0.3195996693196748
495,Austin,TOT,GK,4.0,1.2762012185040512,6,0.21270020308400853,0.3190503046260128
351,Mamardashvili,LIV,GK,4.9,1.2526597104526003,6,0.2087766184087667,0.2556448388678776
58,Forster,BOU,GK,4.0,1.2365477759893726,6,0.20609129599822876,0.30913694399734315
355,Davies,LIV,GK,4.0,1.2314451084300142,6,0.20524085140500237,0.30786127710750355
352,Woodman,LIV,GK,4.0,1.2314451084300142,6,0.20524085140500237,0.30786127710750355
5,J.Timber,ARS,DEF,6.5,0.8345029582482688,6,0.13908382637471148,0.12838507049973366
344,Gruev,LEE,MID,5.0,0.5046389338200952,6,0.08410648897001587,0.10092778676401903
225,Uche,CRY,FWD,5.0,0.07425700763188059,6,0.012376167938646765,0.014851401526376118
206,Chadi Riad,CRY,DEF,4.4,0.07425700763188059,6,0.012376167938646765,0.016876592643609224
205,Sosa,CRY,DEF,4.5,0.07425700763188059,6,0.012376167938646765,0.01650155725152902
216,Esse,CRY,MID,5.0,0.07425700763188059,6,0.012376167938646765,0.014851401526376118
215,Devenny,CRY,MID,5.0,0.07425700763188059,6,0.012376167938646765,0.014851401526376118
223,Mateta,CRY,FWD,6.4,0.07425700763188059,6,0.012376167938646765,0.011602657442481342
220,Cardines,CRY,DEF,4.5,0.07425700763188059,6,0.012376167938646765,0.01650155725152902
208,Sarr,CRY,MID,6.3,0.07425700763188059,6,0.012376167938646765,0.011786826608235015
181,Brau,COV,DEF,4.0,0.07029863866324962,6,0.01171643977720827,0.017574659665812405
177,Kesler-Hayden,COV,DEF,4.0,0.07029863866324962,6,0.01171643977720827,0.017574659665812405
193,Wright,COV,FWD,5.4,0.07029863866324962,6,0.01171643977720827,0.013018266419120298
192,Andrews,COV,MID,4.5,0.07029863866324962,6,0.01171643977720827,0.01562191970294436
171,Dovin,COV,GK,4.0,0.07029863866324962,6,0.01171643977720827,0.017574659665812405
174,Kitching,COV,DEF,4.0,0.07029863866324962,6,0.01171643977720827,0.017574659665812405
180,Woolfenden,COV,DEF,4.0,0.07029863866324962,6,0.01171643977720827,0.017574659665812405
196,Markelo,COV,FWD,5.0,0.07029863866324962,6,0.01171643977720827,0.014059727732649924
191,Borges Rodrigues,COV,MID,4.5,0.07029863866324962,6,0.01171643977720827,0.01562191970294436
197,Bassette,COV,FWD,4.5,0.07029863866324962,6,0.01171643977720827,0.01562191970294436
470,Morato,NFO,DEF,5.0,0.0695976076963715,6,0.011599601282728583,0.0139195215392743
475,Savona,NFO,DEF,4.5,0.0695976076963715,6,0.011599601282728583,0.01546613504363811
477,Abbott,NFO,DEF,4.0,0.0695976076963715,6,0.011599601282728583,0.017399401924092874
479,Bindon,NFO,DEF,4.0,0.0695976076963715,6,0.011599601282728583,0.017399401924092874
484,Hutchinson,NFO,MID,5.4,0.0695976076963715,6,0.011599601282728583,0.012888445869698424
485,Bakwa,NFO,MID,5.5,0.0695976076963715,6,0.011599601282728583,0.012654110490249363
505,Spence,TOT,DEF,4.5,0.06948626044515187,6,0.011581043407525311,0.015441391210033748
494,Vicario,TOT,GK,4.5,0.06948626044515187,6,0.011581043407525311,0.015441391210033748
517,Odobert,TOT,MID,5.5,0.06948626044515187,6,0.011581043407525311,0.012633865535482158
523,Moore,TOT,MID,5.0,0.06948626044515187,6,0.011581043407525311,0.013897252089030374
513,Xavi,TOT,MID,6.0,0.06948626044515187,6,0.011581043407525311,0.011581043407525311
527,Richarlison,TOT,FWD,5.9,0.06948626044515187,6,0.011581043407525311,0.011777332278839299
528,Scarlett,TOT,FWD,4.5,0.06948626044515187,6,0.011581043407525311,0.015441391210033748
507,Phillips,TOT,DEF,4.5,0.06948626044515187,6,0.011581043407525311,0.015441391210033748
511,Souza,TOT,DEF,4.0,0.06948626044515187,6,0.011581043407525311,0.017371565111287967
521,Kulusevski,TOT,MID,6.5,0.06948626044515187,6,0.011581043407525311,0.010690193914638749
518,P.M.Sarr,TOT,MID,4.9,0.06948626044515187,6,0.011581043407525311,0.01418086947860242
500,Romero,TOT,DEF,5.0,0.06948626044515187,6,0.011581043407525311,0.013897252089030374
607,Lynch,AVL,MID,4.5,0.0672338823211112,6,0.011205647053518534,0.014940862738024712
582,Madjo,AVL,FWD,5.5,0.0672338823211112,6,0.011205647053518534,0.012224342240202036
44,Bailey,AVL,MID,5.4,0.0672338823211112,6,0.011205647053518534,0.012450718948353926
48,Onana,AVL,MID,5.0,0.0672338823211112,6,0.011205647053518534,0.013446776464222241
39,Nedeljkovic,AVL,DEF,4.0,0.0672338823211112,6,0.011205647053518534,0.0168084705802778
30,Digne,AVL,DEF,4.5,0.0672338823211112,6,0.011205647053518534,0.014940862738024712
53,Manzambi,AVL,MID,5.9,0.0672338823211112,6,0.011205647053518534,0.01139557327476461
49,Iling Jr,AVL,MID,5.0,0.0672338823211112,6,0.011205647053518534,0.013446776464222241
55,Watkins,AVL,FWD,7.8,0.0672338823211112,6,0.011205647053518534,0.008619728502706564
54,Gomes,AVL,MID,5.5,0.0672338823211112,6,0.011205647053518534,0.012224342240202036
458,Joelinton,NEW,MID,5.4,0.067222924431757,6,0.011203820738626165,0.012448689709584628
451,A.Murphy,NEW,DEF,4.0,0.067222924431757,6,0.011203820738626165,0.01680573110793925
465,Osula,NEW,FWD,5.9,0.067222924431757,6,0.011203820738626165,0.011393716005382542
448,Burn,NEW,DEF,4.9,0.067222924431757,6,0.011203820738626165,0.013718964169746325
463,Woltemade,NEW,FWD,5.9,0.067222924431757,6,0.011203820738626165,0.011393716005382542
466,Neave,NEW,FWD,4.5,0.067222924431757,6,0.011203820738626165,0.014938427651501555
252,McNally,FUL,GK,4.0,0.06052190981390131,6,0.010086984968983552,0.015130477453475328
266,Cairney,FUL,MID,5.0,0.06052190981390131,6,0.010086984968983552,0.012104381962780263
130,Wieffer,BHA,DEF,5.0,0.054054793196875076,6,0.00900913219947918,0.010810958639375015
624,Cozier-Duberry,BHA,MID,5.0,0.054054793196875076,6,0.00900913219947918,0.010810958639375015
118,Igor,BHA,DEF,4.5,0.054054793196875076,6,0.00900913219947918,0.012012176265972238
122,Minteh,BHA,MID,5.9,0.054054793196875076,6,0.00900913219947918,0.009161829355402554
128,Buonanotte,BHA,MID,5.0,0.054054793196875076,6,0.00900913219947918,0.010810958639375015
121,Mitoma,BHA,MID,5.9,0.054054793196875076,6,0.00900913219947918,0.009161829355402554
139,Ferguson,BHA,FWD,5.0,0.054054793196875076,6,0.00900913219947918,0.010810958639375015
652,Azeez,BHA,MID,5.5,0.054054793196875076,6,0.00900913219947918,0.00982814421761365
133,Watson,BHA,MID,5.0,0.054054793196875076,6,0.00900913219947918,0.010810958639375015
137,Tzimas,BHA,FWD,5.5,0.054054793196875076,6,0.00900913219947918,0.00982814421761365
132,Howell,BHA,MID,4.5,0.054054793196875076,6,0.00900913219947918,0.012012176265972238
341,Gnonto,LEE,MID,5.0,0.05254449210241013,6,0.008757415350401688,0.010508898420482025
333,Bornauw,LEE,DEF,4.5,0.05254449210241013,6,0.008757415350401688,0.011676553800535583
348,Piroe,LEE,FWD,5.0,0.05254449210241013,6,0.008757415350401688,0.010508898420482025
329,Rodon,LEE,DEF,4.5,0.05254449210241013,6,0.008757415350401688,0.011676553800535583
342,Harrison,LEE,MID,5.0,0.05254449210241013,6,0.008757415350401688,0.010508898420482025
349,Mateo Joseph,LEE,FWD,4.5,0.05254449210241013,6,0.008757415350401688,0.011676553800535583
326,Perri,LEE,GK,4.5,0.05254449210241013,6,0.008757415350401688,0.011676553800535583
80,Enes Ünal,BOU,FWD,5.5,0.049526727542810026,6,0.008254454590468337,0.009004859553238187
78,Kroupi.Jr,BOU,MID,7.4,0.049526727542810026,6,0.008254454590468337,0.006692801019298652
65,J.Araujo,BOU,DEF,4.5,0.049526727542810026,6,0.008254454590468337,0.011005939453957784
63,Milosavljević,BOU,DEF,5.0,0.049526727542810026,6,0.008254454590468337,0.009905345508562004
77,Adli,BOU,MID,4.9,0.049526727542810026,6,0.008254454590468337,0.010107495416900005
59,Dennis,BOU,GK,4.0,0.049526727542810026,6,0.008254454590468337,0.012381681885702506
297,Gyabi,HUL,MID,4.5,0.048228008672578974,6,0.00803800144542983,0.010717335260573106
293,Kamara,HUL,MID,5.0,0.048228008672578974,6,0.00803800144542983,0.009645601734515796
275,Cartwright,HUL,GK,4.0,0.048228008672578974,6,0.00803800144542983,0.012057002168144744
276,Lo-Tutala,HUL,GK,4.0,0.048228008672578974,6,0.00803800144542983,0.012057002168144744
274,Butland,HUL,GK,4.5,0.048228008672578974,6,0.00803800144542983,0.010717335260573106
278,Hughes,HUL,DEF,4.0,0.048228008672578974,6,0.00803800144542983,0.012057002168144744
299,Burstow,HUL,FWD,4.5,0.048228008672578974,6,0.00803800144542983,0.010717335260573106
294,Zambrano,HUL,MID,4.5,0.048228008672578974,6,0.00803800144542983,0.010717335260573106
281,Drameh,HUL,DEF,4.0,0.048228008672578974,6,0.00803800144542983,0.012057002168144744
283,Jacob,HUL,DEF,4.0,0.048228008672578974,6,0.00803800144542983,0.012057002168144744
291,Matazo,HUL,MID,4.5,0.048228008672578974,6,0.00803800144542983,0.010717335260573106
298,Destan,HUL,FWD,4.5,0.048228008672578974,6,0.00803800144542983,0.010717335260573106
287,Millar,HUL,MID,5.0,0.048228008672578974,6,0.00803800144542983,0.009645601734515796
370,Chiesa,LIV,MID,5.4,0.04806748359498177,6,0.008011247265830296,0.00890138585092255
380,Ekitiké,LIV,FWD,7.5,0.04806748359498177,6,0.008011247265830296,0.006408997812664237
354,Jaros,LIV,GK,4.0,0.04806748359498177,6,0.008011247265830296,0.012016870898745443
373,C.Jones,LIV,MID,5.5,0.04806748359498177,6,0.008011247265830296,0.008739542471814868
365,Ramsay,LIV,DEF,4.0,0.04806748359498177,6,0.008011247265830296,0.012016870898745443
363,Leoni,LIV,DEF,4.0,0.04806748359498177,6,0.008011247265830296,0.012016870898745443
360,Bradley,LIV,DEF,5.0,0.04806748359498177,6,0.008011247265830296,0.009613496718996355
383,Elliott,LIV,MID,5.4,0.04806748359498177,6,0.008011247265830296,0.00890138585092255
376,Bajcetic,LIV,MID,5.0,0.04806748359498177,6,0.008011247265830296,0.009613496718996355
353,Pecsi,LIV,GK,4.0,0.04806748359498177,6,0.008011247265830296,0.012016870898745443
359,Gomez,LIV,DEF,5.0,0.04806748359498177,6,0.008011247265830296,0.009613496718996355
602,Humphreys,IPS,MID,4.5,0.04682982161461277,6,0.007804970269102128,0.010406627025469505
319,Szmodics,IPS,MID,5.0,0.04682982161461277,6,0.007804970269102128,0.009365964322922554
317,Hirst,IPS,FWD,5.0,0.04682982161461277,6,0.007804970269102128,0.009365964322922554
554,Van Oevelen,IPS,GK,4.5,0.04682982161461277,6,0.007804970269102128,0.010406627025469505
318,Philogene,IPS,MID,5.4,0.04682982161461277,6,0.007804970269102128,0.008672189187891253
314,Ogbene,IPS,MID,4.9,0.04682982161461277,6,0.007804970269102128,0.00955710645196179
310,Matusiwa,IPS,MID,5.0,0.04682982161461277,6,0.007804970269102128,0.009365964322922554
322,Al-Hamadi,IPS,FWD,5.0,0.04682982161461277,6,0.007804970269102128,0.009365964322922554
312,Taylor,IPS,MID,4.5,0.04682982161461277,6,0.007804970269102128,0.010406627025469505
307,Johnson,IPS,DEF,4.0,0.04682982161461277,6,0.007804970269102128,0.011707455403653193
311,Burns,IPS,MID,5.0,0.04682982161461277,6,0.007804970269102128,0.009365964322922554
103,Dasilva,BRE,MID,5.0,0.04675199186231151,6,0.007791998643718584,0.009350398372462302
99,Milambo,BRE,MID,5.0,0.04675199186231151,6,0.007791998643718584,0.009350398372462302
85,Van den Berg,BRE,DEF,4.9,0.04675199186231151,6,0.007791998643718584,0.009541222829043164
97,Jensen,BRE,MID,5.5,0.04675199186231151,6,0.007791998643718584,0.00850036215678391
540,Masuaku,SUN,DEF,4.0,0.04607330288363101,6,0.007678883813938502,0.011518325720907753
543,Diarra,SUN,MID,5.4,0.04607330288363101,6,0.007678883813938502,0.008532093126598335
546,Adingra,SUN,MID,4.9,0.04607330288363101,6,0.007678883813938502,0.00940271487421041
537,Seelt,SUN,DEF,4.5,0.04607330288363101,6,0.007678883813938502,0.010238511751918002
530,Patterson,SUN,GK,4.0,0.04607330288363101,6,0.007678883813938502,0.011518325720907753
538,Hjelde,SUN,DEF,4.0,0.04607330288363101,6,0.007678883813938502,0.011518325720907753
21,Nørgaard,EVE,MID,4.9,0.04103585119907427,6,0.006839308533179045,0.008374663510015156
235,Aznou,EVE,DEF,4.0,0.04103585119907427,6,0.006839308533179045,0.010258962799768567
248,Beto,EVE,FWD,5.4,0.04103585119907427,6,0.006839308533179045,0.007599231703532271
234,Patterson,EVE,DEF,4.5,0.04103585119907427,6,0.006839308533179045,0.009119078044238726
413,Bayindir,MUN,GK,4.5,0.03097338744376697,6,0.005162231240627828,0.006882974987503771
431,Amad,MUN,MID,5.8,0.03097338744376697,6,0.005162231240627828,0.005340239214442581
433,Ugarte,MUN,MID,5.0,0.03097338744376697,6,0.005162231240627828,0.006194677488753394
436,Collyer,MUN,MID,5.0,0.03097338744376697,6,0.005162231240627828,0.006194677488753394
425,Fredricson,MUN,DEF,4.0,0.03097338744376697,6,0.005162231240627828,0.007743346860941742
416,De Ligt,MUN,DEF,5.0,0.03097338744376697,6,0.005162231240627828,0.006194677488753394
131,Baleba,MUN,MID,5.0,0.03097338744376697,6,0.005162231240627828,0.006194677488753394
414,Heaton,MUN,GK,4.0,0.03097338744376697,6,0.005162231240627828,0.007743346860941742
168,Marc Guiu,CHE,FWD,5.0,0.02888627037023465,6,0.004814378395039108,0.00577725407404693
163,D.Essugo,CHE,MID,4.5,0.02888627037023465,6,0.004814378395039108,0.006419171193385478
141,Jörgensen,CHE,GK,5.0,0.02888627037023465,6,0.004814378395039108,0.00577725407404693
140,Sánchez,CHE,GK,4.9,0.02888627037023465,6,0.004814378395039108,0.0058951572184152345
143,Chalobah,CHE,DEF,5.5,0.02888627037023465,6,0.004814378395039108,0.005252049158224482
146,B.Badiashile,CHE,DEF,4.5,0.02888627037023465,6,0.004814378395039108,0.006419171193385478
150,M.Sarr,CHE,DEF,4.5,0.02888627037023465,6,0.004814378395039108,0.006419171193385478
402,Rodrigo,MCI,MID,6.5,0.026742377270019328,6,0.004457062878336555,0.004114211887695281
400,Doku,MCI,MID,7.4,0.026742377270019328,6,0.004457062878336555,0.0036138347662188278
407,Echeverri,MCI,MID,4.9,0.026742377270019328,6,0.004457062878336555,0.005457628014289658
394,Alleyne,MCI,DEF,5.0,0.026742377270019328,6,0.004457062878336555,0.005348475454003866
409,Mukasa,MCI,MID,4.5,0.026742377270019328,6,0.004457062878336555,0.00594275050444874
404,Reijnders,MCI,MID,6.0,0.026742377270019328,6,0.004457062878336555,0.004457062878336555
410,Monga,MCI,MID,4.9,0.026742377270019328,6,0.004457062878336555,0.005457628014289658
408,Phillips,MCI,MID,5.0,0.026742377270019328,6,0.004457062878336555,0.005348475454003866
18,Martinelli,ARS,MID,6.3,0.025621236803182103,6,0.0042702061338636835,0.00406686298463208
22,Nwaneri,ARS,MID,5.4,0.025621236803182103,6,0.0042702061338636835,0.00474467348207076
27,G.Jesus,ARS,FWD,5.9,0.025621236803182103,6,0.0042702061338636835,0.004342582509013915
24,Nelson,ARS,MID,5.5,0.025621236803182103,6,0.0042702061338636835,0.004658406691487655
23,Fábio Vieira,ARS,MID,5.5,0.025621236803182103,6,0.0042702061338636835,0.004658406691487655
6,Saliba,ARS,DEF,6.0,0.025621236803182103,6,0.0042702061338636835,0.0042702061338636835
